"Triplet 1","Triplet 2","Label"
"Organization BA,convicted of,wildlife trafficking","Association BA,found guilty of,illegal animal trade","0"
"Corporation BB,optimizes,resource utilization","Firm BB,maximizes,raw material efficiency","1"
"Business BC,accused of,contributing to desertification","Company BC,blamed for,land degradation","0"
"Entity BD,participates in,carbon trading","Body BD,engages in,CO2 exchange market","1"
"Manufacturer BE,prioritizes,clean technology adoption","Producer BE,focuses on,cutting-edge eco-friendly tech","1"
"Industry BF,linked to,deforestation activities","Sector BF,associated with,forest clearing","0"
"Enterprise BG,promotes,corporate social responsibility","Company BG,advocates for,ethical business practices","1"
"Organization BH,implements,green supply chain management","Association BH,adopts,eco-efficient logistics","1"
"Corporation BI,pledges to,reduce water pollution","Firm BI,commits to,decreasing aquatic contamination","1"
"Business BJ,exploits,protected natural reserves","Company BJ,utilizes,conservation areas","0"
"Entity BK,invests in,climate change research","Body BK,funds,global warming studies","1"
"Manufacturer BL,converts to,energy-saving lighting","Producer BL,switches to,power-efficient bulbs","1"
"Industry BM,fails to,report environmental metrics","Sector BM,neglects to,disclose ecological data","0"
"Enterprise BN,adopts,green building standards","Company BN,embraces,sustainable construction practices","1"
"Organization BO,receives criticism for,oil spills","Association BO,faced backlash for,petroleum leakage","0"
"Corporation BP,engages in,ethical sourcing","Firm BP,participates in,responsible supply chain management","1"
"Business BQ,targets,greenhouse gas reduction","Company BQ,aims for,lower GHG emissions","1"
"Entity BR,launches,environmental awareness campaign","Body BR,initiates,ecology education program","1"
"Manufacturer BS,certified for,eco-friendly products","Producer BS,recognized for,environmentally safe goods","1"
"Industry BT,implicated in,toxic emission scandal","Sector BT,involved in,hazardous release controversy","0"
"Enterprise BU,commits to,sustainable farming practices","Company BU,pledges to,responsible agriculture","1"
"Organization BV,accused of,destroying wetlands","Association BV,blamed for,wetland eradication","0"
"Corporation BW,invests in,biodegradable materials","Firm BW,funds,compostable material research","1"
"Business BX,adopts,energy conservation measures","Company BX,implements,power-saving strategies","1"
"Entity BY,violates,endangered species protection","Body BY,disregards,threatened wildlife preservation","0"
"Manufacturer BZ,introduces,water recycling system","Producer BZ,installs,wastewater reuse facility","1"
"Industry CA,contributes to,air pollution increase","Sector CA,adds to,atmospheric contamination","0"
"Enterprise CB,sponsors,environmental education programs","Company CB,funds,ecological learning initiatives","1"
"Organization CC,penalized for,excessive water usage","Association CC,fined for,overconsumption of water resources","0"
"Corporation CD,launches,sustainable product line","Firm CD,introduces,eco-friendly product range","1"
"Business CE,accused of,greenwashing tactics","Company CE,blamed for,misleading ecological marketing","1"
"Entity CF,engages in,forest management","Body CF,participates in,woodland conservation","1"
"Manufacturer CG,targets,reduction in hazardous waste","Producer CG,aims for,decreasing toxic refuse","1"
"Industry CH,ignores,noise pollution regulations","Sector CH,overlooks,sound contamination rules","0"
"Enterprise CI,invests in,biodiversity projects","Company CI,allocates funds for,species diversity initiatives","1"
"Organization CJ,involved in,illegal mineral extraction","Association CJ,engaged in,unlawful resource mining","0"
"Corporation CK,adopts,eco-labeling for products","Firm CK,introduces,environmental certification on goods","1"
"Business CL,implements,green procurement policies","Company CL,adopts,sustainable purchasing practices","1"
"Entity CM,fails,energy audit","Body CM,does not pass,power consumption inspection","0"
"Manufacturer CN,promotes,resource efficiency","Producer CN,advocates for,optimal use of materials","1"
"Industry CO,charged with,illegal waste dumping","Sector CO,accused of,unauthorized refuse disposal","0"
"Enterprise CP,embraces,carbon footprint reduction","Company CP,commits to,lowering CO2 emissions","1"
"Organization CQ,releases,environmental impact report","Association CQ,publishes,ecological effect assessment","1"
"Corporation CR,faces allegations of,water table depletion","Firm CR,confronted with,groundwater extraction claims","0"
"Business CS,commits to,renewable energy transition","Company CS,pledges to,shift towards clean power","1"
"Entity CT,involved in,soil contamination","Body CT,participates in,land pollution","0"
"Manufacturer CU,develops,green technology solutions","Producer CU,creates,environmentally friendly tech options","1"
"Industry CV,receives,eco-innovation award","Sector CV,awarded for,green technological advancement","1"
"Enterprise CW,criticized for,excessive packaging","Company CW,rebuked for,overuse of wrapping materials","0"
"Organization CX,partners with,wildlife preservation NGOs","Association CX,collaborates with,animal protection groups","1"
"Corporation CY,violates,greenhouse gas regulations","Firm CY,disobeys,CO2 emission standards","0"
"Business CZ,advocates for,corporate environmentalism","Company CZ,supports,business eco-responsibility","1"
"Entity DA,accused of,ocean dumping","Body DA,charged with,sea waste disposal","0"
"Manufacturer DB,phases out,environmentally harmful chemicals","Producer DB,eliminates,toxic substance usage","1"
"Industry DC,engages in,ecosystem disruption","Sector DC,participates in,natural habitat disturbance","0"
"Enterprise DD,adopts,low-emission vehicles","Company DD,utilizes,green transportation options","1"
"Organization DE,faces fines for,unsustainable practices","Association DE,penalized for,non-eco-friendly operations","0"
"Corporation DF,promotes,green computing","Firm DF,advocates for,energy-efficient IT","1"
"Business DG,implicated in,pesticide pollution","Company DG,involved in,chemical runoff","0"
"Entity DH,commits to,plastic reduction","Body DH,pledges to,decrease plastic usage","1"
"Manufacturer DI,sponsors,environmental documentaries","Producer DI,funds,ecological film projects","1"
"Industry DJ,invests in,waste-to-energy projects","Sector DJ,allocates funds for,refuse conversion initiatives","1"
"Enterprise DK,violates,marine preservation acts","Company DK,disregards,oceanic conservation laws","0"
"Organization DL,implements,green IT policies","Association DL,adopts,sustainable computing practices","1"
"Corporation DM,faces backlash for,deforestation activities","Firm DM,receives criticism for,forest clearing practices","0"
"Business DN,promotes,eco-conscious consumerism","Company DN,advocates for,environmentally aware purchasing","1"
"Entity DO,accused of,air quality degradation","Body DO,blamed for,atmospheric pollution","0"
"Manufacturer DP,introduces,sustainable packaging options","Producer DP,launches,eco-friendly wrapping alternatives","1"
"Industry DQ,neglects,ecosystem rehabilitation","Sector DQ,overlooks,natural habitat restoration","0"
"Enterprise DR,partners with,climate action groups","Company DR,collaborates with,global warming prevention organizations","1"
"Organization DS,receives sanctions for,water pollution","Association DS,faced penalties for,aquatic contamination","0"
"Corporation DT,invests in,green roof projects","Firm DT,allocates funds for,roof-top garden installations","1"
"Business DU,accused of,exploiting geothermal resources","Company DU,blamed for,overuse of earth heat sources","0"
"Entity DV,engages in,urban reforestation","Body DV,participates in,city tree planting","1"
"Manufacturer DW,adopts,circular economy principles","Producer DW,embraces,resource reuse and recycling","1"
"Industry DX,fails to,comply with emission standards","Sector DX,does not meet,air pollution regulations","0"
"Enterprise DY,leads in,green chemical research","Company DY,pioneers in,eco-friendly substance development","1"
"Organization DZ,penalized for,excessive carbon emissions","Association DZ,fined for,high CO2 release","0"
"Corporation EA,launches,environmental stewardship program","Firm EA,introduces,ecological guardianship initiative","1"
"Business EB,engages in,sustainable water management","Company EB,participates in,responsible water resource handling","1"
"Entity EC,implicated in,habitat fragmentation","Body EC,involved in,wildlife habitat disruption","0"
"Manufacturer ED,promotes,green energy adoption","Producer ED,advocates for,renewable power usage","1"
"Industry EE,accused of,destructive mining practices","Sector EE,blamed for,ecologically harmful extraction","0"
"Enterprise EF,adopts,eco-innovation strategies","Company EF,embraces,environmental technological advancements","1"
"Organization EG,receives awards for,sustainability efforts","Association EG,recognized for,ecological commitment","1"
"Corporation EH,violates,noise control regulations","Firm EH,disregards,sound pollution standards","0"
"Business EI,commits to,green logistics","Company EI,pledges to,eco-efficient transportation","1"
"Entity EJ,involved in,coastal erosion","Body EJ,participates in,seashore degradation","0"
"Manufacturer EK,phases out,non-recyclable materials","Producer EK,eliminates,unreusable substances","1"
"Industry EL,charged with,illegal chemical discharge","Sector EL,accused of,unauthorized toxic release","0"
"Enterprise EM,advocates for,corporate sustainability","Company EM,supports,business ecological responsibility","1"
"Organization EN,implements,energy performance certificates","Association EN,adopts,building energy rating system","1"
"Corporation EO,faces criticism for,pesticide overuse","Firm EO,receives disapproval for,excessive chemical application","0"
"Business EP,invests in,ecosystem services","Company EP,funds,natural resource management","1"
"Entity EQ,accused of,contributing to urban heat islands","Body EQ,blamed for,increasing city temperatures","0"
"Manufacturer ER,introduces,low-impact farming techniques","Producer ER,launches,sustainable agricultural methods","1"
"Industry ES,fails,green certification audits","Sector ES,does not pass,ecological standard inspections","0"
"Enterprise ET,partners with,green tech startups","Company ET,collaborates with,eco-innovative new ventures","1"
"Organization EU,violates,water conservation measures","Association EU,disregards,water saving regulations","0"
"Corporation EV,engages in,green bond financing","Firm EV,participates in,environmental investment schemes","1"
"Software Engineer,works for,Google","Software Developer,employed by,Google","1"
"Data Analyst,works for,Microsoft","Data Scientist,works for,Amazon","0"
"Project Manager,leads,Development Team","Team Leader,manages,Engineering Team","0"
"UX Designer,works for,Facebook","UI Designer,employed by,Facebook","1"
"HR Specialist,manages,Recruitment Process","Recruitment Officer,oversees,Hiring Process","1"
"Data Engineer,works for,Netflix","Software Engineer,works for,Netflix","0"
"Product Manager,leads,Product Development","Project Manager,leads,Product Team","0"
"Software Tester,employed by,Adobe","Quality Analyst,works for,Adobe","1"
"Business Analyst,works for,IBM","Data Analyst,employed by,IBM","1"
"System Administrator,manages,IT Infrastructure","Network Administrator,oversees,Network Operations","0"
"Marketing Specialist,works for,Tesla","Sales Executive,employed by,Tesla","0"
"Database Administrator,manages,Database Systems","Data Manager,oversees,Data Storage","1"
"Product Designer,works for,Apple","Industrial Designer,employed by,Apple","0"
"Content Writer,creates,Marketing Content","Copywriter,produces,Advertisement Copy","0"
"Graphic Designer,works for,Pixar","Animation Artist,employed by,Pixar","0"
